Age,Gender,Tribe,Father_Tribe,Mother_Tribe,Same_Tribe_Parents,Place_of_Birth,Current_Residence,Migrated,Number_of_Siblings,Lived_with_Grandparents,MT_Taught_in_School,Language_Spoken_by_Parents,Language_Spoken_with_Siblings,Ever_Visited_Village,Attended_Cultural_Meetings,Belongs_to_Cultural_Group,MT_Used_in_Church_or_Mosque,Knows_Songs_in_MT,Wants_Children_to_Speak_MT,MT_Proficiency,Cultural_Identity_Strength
4,Female,Meta,Meta,Bafut,No,North West,Meta Village,Yes,2,No,No,Mix of MT and French,English,No,No,Yes,Cameroonian Pidgin English,No,Yes,None,Weak
6,Female,Bafut,Bafut,Bafut,Yes,Littoral,Douala,No,2,No,No,English,Bafut (mother tongue),No,No,No,Bafut (mother tongue),Yes,Yes,Minimal,Detached
19,Male,Bafut,Bafut,Bafut,Yes,Centre,Bamenda,No,3,Yes,No,English,Mix of Pidgin and French,Yes,No,No,Bafut (mother tongue),Yes,No,Minimal,Weak
23,Male,Bakweri,Bakweri,Fulani,No,Yaoundé,Limbe,No,2,No,No,Mokpwe (mother tongue),Mix of MT and English,Yes,No,Yes,English,Yes,No,Basic,Weak
12,Female,Fulani,Fulani,Fulani,Yes,Yaoundé,Douala,No,5,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Fulfulde,Yes,No,Conversational,Strong
24,Male,Fulani,Fulani,Fulani,Yes,Adamawa,Ngaoundéré,No,1,No,No,Fulfulde (mother tongue),Hausa,No,Yes,Yes,French,Yes,Yes,Basic,Moderate
14,Male,Fulani,Fulani,Fulani,Yes,Douala,Ngaoundéré,Yes,9,Yes,No,Fulfulde (mother tongue),Mix of Fulfulde and French,Yes,Yes,Yes,Arabic (Quran),Yes,Yes,Conversational,Strong
21,Female,Meta,Meta,Meta,Yes,Bamenda,Yaoundé,Yes,1,No,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,No,French,No,Yes,Basic,Weak
22,Female,Bafut,Bafut,Bafut,Yes,North West,Bafoussam,No,6,Yes,No,Bafut (mother tongue),Mix of MT and Pidgin,Yes,No,Yes,French,Yes,Yes,Conversational,Moderate
5,Male,Bakweri,Bakweri,Bafut,No,Douala,Limbe,No,3,No,No,English,Mix of Pidgin and English,Yes,No,No,French,No,Yes,None,Detached
8,Female,Fulani,Fulani,Fulani,Yes,Yaoundé,Maroua,Yes,3,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Hausa,No,Yes,Conversational,Strong
14,Female,Fulani,Fulani,Fulani,Yes,Douala,Garoua,No,8,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,No,Yes,French,Yes,Yes,Basic,Weak
15,Female,Bakweri,Bakweri,Bafut,No,Douala,Yaoundé,Yes,2,No,No,Mokpwe (mother tongue),Cameroonian Pidgin English,Yes,Yes,Yes,French,Yes,Yes,Basic,Moderate
17,Male,Meta,Meta,Meta,Yes,North West,Yaoundé,Yes,1,No,No,Mix of MT and French,French,Yes,Yes,No,Meta (mother tongue),Yes,Yes,Minimal,Moderate
8,Female,Bafut,Bafut,Bafut,Yes,Littoral,Bafoussam,No,7,Yes,No,Bafut (mother tongue),Mix of MT and French,No,No,No,English,Yes,Yes,Basic,Weak
17,Female,Bakweri,Bakweri,Bafut,No,Douala,Douala,Yes,4,Yes,No,Mokpwe (mother tongue),Mix of Pidgin and English,No,Yes,Yes,French,No,Yes,Basic,Moderate
10,Female,Bafut,Bafut,Bafut,Yes,Littoral,Yaoundé,No,5,No,No,Bafut (mother tongue),Mix of Pidgin and French,Yes,Yes,Yes,Bafut (mother tongue),No,Yes,Basic,Moderate
23,Male,Meta,Meta,Meta,Yes,Douala,Bamenda,Yes,2,No,No,French,Mix of MT and French,Yes,Yes,Yes,English,Yes,Yes,Minimal,Moderate
15,Female,Fulani,Fulani,Fulani,Yes,Adamawa,Fulani Camp,No,4,Yes,Yes,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),Yes,Yes,Fluent,Strong
10,Female,Meta,Meta,Meta,Yes,Douala,Bafoussam,No,1,Yes,No,Meta (mother tongue),Cameroonian Pidgin English,Yes,Yes,Yes,English,Yes,Yes,Fluent,Strong
17,Female,Bakweri,Bakweri,Bakweri,Yes,North West,Bakweri Village,No,2,No,No,Mokpwe (mother tongue),English,No,Yes,No,Mokpwe (mother tongue),Yes,No,Basic,Weak
11,Female,Meta,Meta,Meta,Yes,Douala,Bafoussam,Yes,2,No,No,Mix of Pidgin and French,Mix of Pidgin and French,No,Yes,No,Meta (mother tongue),No,Yes,None,Weak
4,Female,Fulani,Fulani,Fulani,Yes,Douala,Ngaoundéré,Yes,3,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,No,No,Fulfulde,Yes,Yes,Basic,Detached
18,Male,Meta,Meta,Meta,Yes,Yaoundé,Yaoundé,No,3,No,Yes,Meta (mother tongue),French,Yes,No,No,Meta (mother tongue),Yes,Yes,Basic,Weak
19,Male,Bakweri,Bakweri,Bakweri,Yes,Buea,Buea,No,2,Yes,Yes,Mokpwe (mother tongue),English,No,No,Yes,English,No,Yes,Conversational,Weak
15,Male,Meta,Meta,Meta,Yes,Yaoundé,Meta Village,No,4,No,No,Meta (mother tongue),Mix of MT and Pidgin,Yes,Yes,No,Cameroonian Pidgin English,No,Yes,Basic,Weak
4,Female,Meta,Meta,Bakweri,No,Centre,Bafoussam,Yes,5,No,No,Meta (mother tongue),Mix of Pidgin and French,Yes,No,No,English,Yes,Yes,Minimal,Detached
24,Male,Meta,Meta,Bakweri,No,Bamenda,Meta Village,No,4,Yes,No,Meta (mother tongue),French,No,No,No,French,Yes,No,Basic,Weak
20,Female,Fulani,Fulani,Fulani,Yes,Adamawa,Fulani Camp,Yes,6,No,No,Fulfulde (mother tongue),Mix of Fulfulde and French,No,Yes,No,Arabic (Quran),No,Yes,Minimal,Detached
17,Male,Bafut,Bafut,Bafut,Yes,Buea,Bafut Village,No,1,Yes,No,Mix of MT and Pidgin,Bafut (mother tongue),Yes,No,No,Bafut (mother tongue),Yes,Yes,Conversational,Weak
16,Female,Bakweri,Bakweri,Bakweri,Yes,Yaoundé,Douala,No,5,No,Yes,Mix of Pidgin and English,Mix of MT and Pidgin,No,No,No,Cameroonian Pidgin English,No,No,None,Detached
22,Female,Bafut,Bafut,Fulani,No,Littoral,Douala,No,1,No,No,Bafut (mother tongue),Bafut (mother tongue),Yes,No,No,English,Yes,Yes,Basic,Weak
18,Male,Bakweri,Bakweri,Bakweri,Yes,Centre,Limbe,No,3,No,No,Mix of MT and Pidgin,English,No,No,Yes,English,No,Yes,None,Detached
16,Female,Bafut,Bafut,Bafut,Yes,Douala,Yaoundé,No,5,No,No,Bafut (mother tongue),Mix of MT and Pidgin,Yes,Yes,No,Cameroonian Pidgin English,No,No,Basic,Weak
11,Female,Bafut,Bafut,Bafut,Yes,Buea,Bafoussam,Yes,4,Yes,No,Mix of MT and Pidgin,Cameroonian Pidgin English,No,No,Yes,Cameroonian Pidgin English,No,No,Minimal,Weak
6,Female,Bafut,Bafut,Bakweri,No,Centre,Bafut Village,No,3,Yes,No,Mix of Pidgin and French,Bafut (mother tongue),Yes,Yes,Yes,French,Yes,Yes,Conversational,Strong
6,Female,Meta,Meta,Meta,Yes,Bamenda,Bafoussam,No,2,Yes,No,Meta (mother tongue),English,Yes,Yes,Yes,French,Yes,No,Conversational,Strong
9,Male,Bakweri,Bakweri,Meta,No,Centre,Limbe,Yes,5,No,No,Mokpwe (mother tongue),French,No,No,No,English,No,No,None,Detached
20,Male,Bafut,Bafut,Bafut,Yes,Bamenda,Douala,No,2,No,No,Bafut (mother tongue),French,Yes,Yes,No,Bafut (mother tongue),Yes,Yes,Basic,Moderate
13,Female,Meta,Meta,Meta,Yes,Yaoundé,Bafoussam,Yes,3,No,No,Mix of MT and Pidgin,Meta (mother tongue),No,Yes,No,Meta (mother tongue),Yes,No,Minimal,Weak
12,Female,Bakweri,Bakweri,Bakweri,Yes,Littoral,Limbe,Yes,6,Yes,No,Cameroonian Pidgin English,Mokpwe (mother tongue),Yes,No,Yes,English,No,Yes,Basic,Weak
23,Female,Meta,Meta,Meta,Yes,North West,Yaoundé,No,4,Yes,No,French,Cameroonian Pidgin English,Yes,Yes,Yes,French,No,Yes,Basic,Moderate
16,Male,Meta,Meta,Meta,Yes,Littoral,Meta Village,Yes,1,Yes,No,English,Mix of MT and Pidgin,Yes,Yes,No,French,Yes,Yes,Minimal,Moderate
6,Female,Meta,Meta,Bakweri,No,South West,Meta Village,No,3,Yes,No,Meta (mother tongue),Cameroonian Pidgin English,Yes,Yes,No,English,No,Yes,Conversational,Moderate
23,Male,Bakweri,Bakweri,Bakweri,Yes,Littoral,Yaoundé,Yes,3,No,No,Mix of MT and Pidgin,Mix of Pidgin and English,No,No,No,French,Yes,Yes,None,Detached
18,Male,Fulani,Fulani,Fulani,Yes,Yaoundé,Douala,Yes,2,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,Hausa,Yes,No,Conversational,Moderate
17,Male,Fulani,Fulani,Fulani,Yes,Douala,Garoua,Yes,6,Yes,No,Fulfulde (mother tongue),Mix of Fulfulde and Hausa,Yes,Yes,Yes,Hausa,Yes,Yes,Conversational,Strong
11,Female,Meta,Meta,Bakweri,No,North West,Meta Village,Yes,2,No,No,Meta (mother tongue),Meta (mother tongue),Yes,No,No,Cameroonian Pidgin English,No,Yes,Basic,Detached
22,Female,Fulani,Fulani,Fulani,Yes,Douala,Yaoundé,Yes,3,Yes,No,Mix of Fulfulde and French,Fulfulde (mother tongue),Yes,No,Yes,Fulfulde,Yes,Yes,Basic,Moderate
16,Female,Bakweri,Bakweri,Bakweri,Yes,Centre,Bakweri Village,Yes,3,Yes,Yes,Mokpwe (mother tongue),French,Yes,Yes,No,English,No,No,Conversational,Weak
18,Female,Bakweri,Bakweri,Bafut,No,Bamenda,Yaoundé,Yes,1,No,No,Mokpwe (mother tongue),Mix of MT and Pidgin,Yes,No,No,French,No,Yes,Minimal,Detached
24,Male,Bakweri,Bakweri,Bakweri,Yes,Littoral,Limbe,Yes,0,Yes,Yes,Cameroonian Pidgin English,Mokpwe (mother tongue),Yes,No,No,English,No,Yes,Minimal,Weak
18,Male,Bakweri,Bakweri,Meta,No,South West,Douala,No,5,No,No,Mokpwe (mother tongue),Mix of MT and Pidgin,No,Yes,No,Cameroonian Pidgin English,No,Yes,Minimal,Detached
18,Male,Bakweri,Bakweri,Bakweri,Yes,South West,Limbe,Yes,7,Yes,No,Cameroonian Pidgin English,French,Yes,No,No,French,Yes,No,Minimal,Weak
6,Female,Fulani,Fulani,Fulani,Yes,Far North,Garoua,Yes,9,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Fulfulde,No,No,Conversational,Weak
9,Male,Bakweri,Bakweri,Fulani,No,Douala,Bakweri Village,No,4,Yes,No,English,Mix of Pidgin and English,No,No,No,English,No,Yes,None,Detached
4,Male,Meta,Meta,Meta,Yes,Buea,Bafoussam,No,3,Yes,No,French,Meta (mother tongue),No,No,No,Meta (mother tongue),No,Yes,Basic,Detached
8,Male,Bakweri,Bakweri,Bakweri,Yes,Centre,Limbe,No,3,No,No,Mix of Pidgin and English,French,Yes,No,No,English,Yes,No,Minimal,Detached
15,Female,Bafut,Bafut,Bafut,Yes,Centre,Douala,Yes,5,No,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,No,French,Yes,Yes,Basic,Weak
23,Female,Bafut,Bafut,Meta,No,North West,Bafoussam,No,4,Yes,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,Yes,Bafut (mother tongue),Yes,Yes,Fluent,Strong
14,Female,Meta,Meta,Bakweri,No,Yaoundé,Douala,Yes,3,Yes,Yes,Meta (mother tongue),Mix of Pidgin and French,Yes,Yes,No,Cameroonian Pidgin English,No,Yes,Basic,Weak
12,Female,Fulani,Fulani,Fulani,Yes,Far North,Douala,Yes,7,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Hausa,No,No,Fluent,Moderate
16,Male,Bakweri,Bakweri,Bafut,No,Douala,Buea,Yes,3,No,No,Mix of MT and Pidgin,Cameroonian Pidgin English,Yes,Yes,Yes,French,Yes,Yes,Minimal,Strong
15,Male,Bafut,Bafut,Bafut,Yes,Buea,Bafut Village,No,3,Yes,No,Cameroonian Pidgin English,Cameroonian Pidgin English,Yes,Yes,Yes,Bafut (mother tongue),No,No,Basic,Moderate
12,Male,Bafut,Bafut,Bafut,Yes,Centre,Bafoussam,No,5,Yes,Yes,Bafut (mother tongue),Cameroonian Pidgin English,No,No,No,French,No,No,Basic,Detached
14,Female,Bafut,Bafut,Bakweri,No,South West,Bamenda,No,4,No,No,Mix of Pidgin and French,French,No,No,Yes,Cameroonian Pidgin English,No,Yes,None,Detached
24,Male,Bafut,Bafut,Bakweri,No,North West,Bafoussam,Yes,2,No,No,English,Cameroonian Pidgin English,No,Yes,Yes,English,No,No,None,Moderate
6,Male,Fulani,Fulani,Fulani,Yes,Centre,Yaoundé,Yes,4,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Does not attend,Yes,Yes,Fluent,Moderate
10,Female,Fulani,Fulani,Meta,No,Adamawa,Douala,Yes,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Fulfulde,Yes,No,Conversational,Strong
15,Female,Meta,Meta,Meta,Yes,Buea,Meta Village,No,3,No,Yes,Meta (mother tongue),Meta (mother tongue),Yes,No,No,English,No,Yes,Basic,Detached
22,Female,Meta,Meta,Meta,Yes,North West,Yaoundé,No,0,Yes,Yes,Meta (mother tongue),Meta (mother tongue),No,Yes,Yes,French,No,Yes,Fluent,Moderate
23,Male,Meta,Meta,Bakweri,No,Douala,Douala,No,1,Yes,No,Meta (mother tongue),French,No,Yes,No,English,Yes,Yes,Basic,Weak
20,Male,Bafut,Bafut,Bakweri,No,Douala,Yaoundé,No,1,No,No,Bafut (mother tongue),Bafut (mother tongue),Yes,No,No,French,Yes,Yes,Basic,Weak
5,Female,Fulani,Fulani,Fulani,Yes,Far North,Ngaoundéré,Yes,7,Yes,No,Mix of Fulfulde and French,Fulfulde (mother tongue),Yes,No,Yes,Fulfulde,No,No,Basic,Moderate
18,Male,Fulani,Fulani,Fulani,Yes,Far North,Ngaoundéré,Yes,4,Yes,No,Fulfulde (mother tongue),Cameroonian Pidgin English,Yes,No,Yes,Does not attend,Yes,Yes,Basic,Moderate
9,Female,Fulani,Fulani,Fulani,Yes,Buea,Fulani Camp,No,0,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),Yes,Yes,Fluent,Strong
21,Female,Bafut,Bafut,Bafut,Yes,Douala,Douala,No,5,No,No,Bafut (mother tongue),French,Yes,Yes,No,Mix of MT and French,Yes,Yes,Basic,Moderate
11,Male,Fulani,Fulani,Fulani,Yes,Bamenda,Garoua,Yes,4,Yes,Yes,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Fulfulde,Yes,No,Fluent,Moderate
5,Female,Fulani,Fulani,Fulani,Yes,Douala,Garoua,Yes,7,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),No,Yes,Basic,Moderate
23,Female,Bakweri,Bakweri,Meta,No,Buea,Yaoundé,No,2,No,No,Mokpwe (mother tongue),English,Yes,Yes,No,French,No,Yes,Basic,Weak
19,Female,Meta,Meta,Meta,Yes,Littoral,Meta Village,Yes,6,No,No,English,French,Yes,No,No,English,Yes,No,None,Detached
13,Female,Bakweri,Bakweri,Fulani,No,Bamenda,Limbe,Yes,2,No,Yes,Cameroonian Pidgin English,Cameroonian Pidgin English,Yes,Yes,No,English,No,Yes,Minimal,Weak
16,Male,Bafut,Bafut,Bakweri,No,South West,Yaoundé,No,4,No,No,French,Mix of Pidgin and French,Yes,Yes,Yes,Bafut (mother tongue),Yes,Yes,Minimal,Strong
21,Female,Bafut,Bafut,Bafut,Yes,Littoral,Bamenda,No,6,No,No,Mix of MT and Pidgin,Bafut (mother tongue),No,Yes,Yes,English,Yes,No,Basic,Moderate
18,Female,Bafut,Bafut,Bakweri,No,Littoral,Bafut Village,No,4,No,No,Bafut (mother tongue),Mix of MT and French,No,No,No,Cameroonian Pidgin English,No,No,Minimal,Detached
15,Male,Bafut,Bafut,Bakweri,No,Littoral,Yaoundé,Yes,4,Yes,No,French,Mix of MT and French,Yes,Yes,Yes,Mix of Pidgin and French,No,Yes,Basic,Strong
14,Male,Bakweri,Bakweri,Meta,No,Littoral,Douala,Yes,1,No,No,Mix of MT and English,Mokpwe (mother tongue),Yes,No,No,English,No,No,None,Detached
8,Male,Bafut,Bafut,Bakweri,No,South West,Bafoussam,No,5,Yes,No,Cameroonian Pidgin English,Mix of Pidgin and French,Yes,Yes,No,Cameroonian Pidgin English,No,No,Basic,Moderate
18,Male,Bakweri,Bakweri,Bakweri,Yes,Yaoundé,Yaoundé,Yes,2,Yes,No,Mokpwe (mother tongue),Mix of MT and Pidgin,No,No,Yes,English,No,Yes,Basic,Weak
4,Male,Fulani,Fulani,Fulani,Yes,Douala,Yaoundé,Yes,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Hausa,No,Yes,Conversational,Strong
20,Female,Meta,Meta,Meta,Yes,North West,Yaoundé,Yes,4,Yes,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,No,English,Yes,Yes,Conversational,Moderate
9,Female,Bafut,Bafut,Fulani,No,Bamenda,Yaoundé,Yes,3,No,No,Bafut (mother tongue),Bafut (mother tongue),No,No,No,French,Yes,No,Minimal,Detached
8,Female,Meta,Meta,Meta,Yes,Bamenda,Meta Village,Yes,2,Yes,No,Meta (mother tongue),Cameroonian Pidgin English,Yes,Yes,Yes,English,Yes,No,Conversational,Strong
24,Male,Meta,Meta,Meta,Yes,South West,Bafoussam,Yes,0,No,No,English,Mix of MT and Pidgin,Yes,Yes,Yes,Cameroonian Pidgin English,Yes,Yes,Minimal,Moderate
21,Female,Bafut,Bafut,Bafut,Yes,Centre,Bamenda,Yes,3,No,No,Mix of MT and Pidgin,Cameroonian Pidgin English,Yes,Yes,Yes,Bafut (mother tongue),No,Yes,Minimal,Moderate
11,Female,Bakweri,Bakweri,Bakweri,Yes,Centre,Yaoundé,No,4,No,No,Mokpwe (mother tongue),English,Yes,No,Yes,English,No,No,Basic,Weak
13,Male,Fulani,Fulani,Fulani,Yes,Centre,Maroua,Yes,2,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,No,Arabic (Quran),Yes,Yes,Basic,Weak
12,Female,Bafut,Bafut,Bafut,Yes,Centre,Yaoundé,No,4,No,No,Mix of MT and French,Bafut (mother tongue),Yes,Yes,No,English,Yes,Yes,Basic,Moderate
14,Male,Meta,Meta,Meta,Yes,Bamenda,Douala,No,2,Yes,No,Meta (mother tongue),English,Yes,Yes,Yes,English,No,Yes,Conversational,Strong
20,Female,Fulani,Fulani,Fulani,Yes,Adamawa,Douala,Yes,1,Yes,No,Fulfulde (mother tongue),Hausa,No,Yes,Yes,French,No,Yes,Basic,Moderate
24,Male,Bakweri,Bakweri,Bafut,No,Bamenda,Yaoundé,Yes,4,No,No,French,Mix of MT and English,Yes,Yes,Yes,English,No,Yes,Minimal,Moderate
4,Male,Bakweri,Bakweri,Bakweri,Yes,Buea,Bakweri Village,Yes,2,Yes,No,Cameroonian Pidgin English,English,Yes,Yes,No,English,No,Yes,Minimal,Weak
6,Female,Fulani,Fulani,Bakweri,No,Adamawa,Ngaoundéré,Yes,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,No,French,Yes,Yes,Basic,Weak
8,Female,Bafut,Bafut,Bakweri,No,Buea,Bafut Village,No,1,Yes,No,Bafut (mother tongue),French,Yes,Yes,Yes,Bafut (mother tongue),Yes,Yes,Conversational,Strong
16,Female,Meta,Meta,Meta,Yes,Centre,Douala,No,7,Yes,No,Meta (mother tongue),Meta (mother tongue),Yes,No,Yes,English,Yes,Yes,Conversational,Moderate
8,Female,Fulani,Fulani,Bafut,No,Douala,Ngaoundéré,No,5,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,French,Yes,Yes,Conversational,Strong
22,Female,Bakweri,Bakweri,Bakweri,Yes,Buea,Bakweri Village,No,2,Yes,No,Mokpwe (mother tongue),Mix of MT and English,No,No,No,Cameroonian Pidgin English,Yes,No,Basic,Weak
24,Male,Fulani,Fulani,Fulani,Yes,Centre,Ngaoundéré,Yes,3,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Fulfulde,Yes,Yes,Conversational,Strong
19,Male,Fulani,Fulani,Fulani,Yes,Douala,Maroua,No,5,Yes,Yes,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Fulfulde,Yes,Yes,Fluent,Strong
24,Male,Bakweri,Bakweri,Bakweri,Yes,Littoral,Bakweri Village,Yes,4,No,No,French,Mokpwe (mother tongue),Yes,Yes,No,French,No,Yes,Minimal,Weak
15,Female,Bafut,Bafut,Meta,No,Littoral,Douala,Yes,6,Yes,No,Bafut (mother tongue),Mix of MT and French,Yes,No,No,French,Yes,No,Basic,Weak
4,Female,Fulani,Fulani,Fulani,Yes,North,Maroua,Yes,3,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,No,Yes,Fulfulde,Yes,Yes,Basic,Weak
6,Female,Meta,Meta,Meta,Yes,Littoral,Meta Village,No,4,No,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,Yes,Cameroonian Pidgin English,No,Yes,Conversational,Moderate
6,Male,Meta,Meta,Meta,Yes,Yaoundé,Bamenda,Yes,2,No,No,Meta (mother tongue),Meta (mother tongue),No,Yes,Yes,Cameroonian Pidgin English,No,Yes,Basic,Weak
12,Male,Fulani,Fulani,Fulani,Yes,Bamenda,Maroua,No,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Fulfulde,Yes,Yes,Fluent,Strong
18,Female,Bakweri,Bakweri,Bakweri,Yes,Bamenda,Buea,No,2,Yes,No,Mokpwe (mother tongue),English,No,Yes,Yes,Cameroonian Pidgin English,No,No,Basic,Strong
24,Female,Meta,Meta,Meta,Yes,Littoral,Douala,No,2,No,No,Mix of Pidgin and French,French,Yes,Yes,No,Cameroonian Pidgin English,No,Yes,Minimal,Weak
22,Female,Meta,Meta,Meta,Yes,Centre,Douala,No,4,Yes,Yes,Meta (mother tongue),English,Yes,No,Yes,Meta (mother tongue),Yes,Yes,Conversational,Moderate
14,Male,Bafut,Bafut,Bafut,Yes,North West,Bafoussam,Yes,5,Yes,No,Mix of Pidgin and French,Cameroonian Pidgin English,Yes,Yes,Yes,English,Yes,Yes,Basic,Strong
21,Female,Meta,Meta,Bakweri,No,Douala,Douala,No,4,No,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,No,Meta (mother tongue),Yes,No,Conversational,Moderate
21,Female,Bakweri,Bakweri,Fulani,No,Yaoundé,Douala,Yes,3,Yes,No,Mix of MT and Pidgin,Mokpwe (mother tongue),Yes,Yes,No,Mokpwe (mother tongue),No,Yes,Basic,Weak
5,Male,Meta,Meta,Bafut,No,South West,Meta Village,Yes,2,No,Yes,Mix of MT and Pidgin,Mix of Pidgin and French,Yes,Yes,No,Cameroonian Pidgin English,No,Yes,None,Weak
22,Female,Fulani,Fulani,Fulani,Yes,Littoral,Fulani Camp,No,2,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Does not attend,Yes,Yes,Basic,Weak
4,Female,Bakweri,Bakweri,Fulani,No,Yaoundé,Douala,No,1,Yes,No,Mix of MT and English,Mokpwe (mother tongue),Yes,Yes,Yes,English,Yes,Yes,Basic,Strong
11,Female,Bafut,Bafut,Meta,No,Buea,Bafoussam,Yes,7,Yes,No,Mix of MT and Pidgin,Mix of MT and French,No,No,No,Mix of MT and Pidgin,Yes,Yes,None,Weak
10,Female,Bakweri,Bakweri,Bakweri,Yes,Bamenda,Bakweri Village,No,1,No,No,Mokpwe (mother tongue),Mix of Pidgin and English,Yes,No,Yes,English,No,Yes,Basic,Weak
14,Female,Bafut,Bafut,Bafut,Yes,North West,Douala,Yes,5,Yes,No,Bafut (mother tongue),Bafut (mother tongue),No,No,No,Cameroonian Pidgin English,No,Yes,Basic,Detached
13,Male,Fulani,Fulani,Fulani,Yes,Adamawa,Ngaoundéré,Yes,4,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Fulfulde,Yes,Yes,Conversational,Moderate
18,Female,Fulani,Fulani,Fulani,Yes,North,Douala,No,1,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Fulfulde,Yes,Yes,Fluent,Moderate
22,Female,Bakweri,Bakweri,Meta,No,Centre,Yaoundé,Yes,1,No,No,Mix of MT and English,Mix of MT and English,Yes,Yes,No,Mokpwe (mother tongue),Yes,Yes,Minimal,Moderate
5,Female,Meta,Meta,Meta,Yes,Douala,Meta Village,No,3,Yes,Yes,Meta (mother tongue),Meta (mother tongue),Yes,No,No,Meta (mother tongue),No,Yes,Fluent,Weak
17,Male,Meta,Meta,Bakweri,No,Douala,Meta Village,Yes,1,Yes,Yes,Mix of MT and French,English,No,No,No,French,Yes,No,None,Detached
7,Male,Fulani,Fulani,Fulani,Yes,Buea,Garoua,Yes,7,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,No,Fulfulde,Yes,Yes,Basic,Weak
19,Male,Fulani,Fulani,Fulani,Yes,Littoral,Maroua,Yes,5,Yes,Yes,Fulfulde (mother tongue),Hausa,No,Yes,Yes,Fulfulde,Yes,Yes,Basic,Moderate
24,Female,Bakweri,Bakweri,Meta,No,Douala,Limbe,Yes,2,No,No,French,French,No,No,No,Mokpwe (mother tongue),No,No,None,Detached
5,Female,Bafut,Bafut,Bafut,Yes,Buea,Douala,Yes,4,No,No,Bafut (mother tongue),Bafut (mother tongue),Yes,No,No,English,Yes,Yes,Basic,Weak
7,Male,Bafut,Bafut,Fulani,No,North West,Douala,No,3,Yes,No,English,Bafut (mother tongue),No,No,Yes,Cameroonian Pidgin English,No,No,Basic,Weak
12,Male,Fulani,Fulani,Fulani,Yes,Yaoundé,Fulani Camp,Yes,5,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,No,Does not attend,No,Yes,Basic,Weak
7,Male,Bafut,Bafut,Meta,No,Buea,Bafut Village,Yes,4,Yes,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,No,Bafut (mother tongue),Yes,No,Conversational,Moderate
21,Female,Bakweri,Bakweri,Bafut,No,Buea,Yaoundé,Yes,5,No,No,Mokpwe (mother tongue),Mokpwe (mother tongue),Yes,Yes,No,Cameroonian Pidgin English,Yes,Yes,Basic,Moderate
7,Female,Meta,Meta,Fulani,No,Centre,Bafoussam,Yes,3,Yes,Yes,Meta (mother tongue),Meta (mother tongue),Yes,No,Yes,English,No,Yes,Conversational,Moderate
24,Male,Bafut,Bafut,Bakweri,No,Centre,Bamenda,No,2,No,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,No,Bafut (mother tongue),No,Yes,Basic,Weak
7,Female,Meta,Meta,Bafut,No,South West,Yaoundé,No,4,No,No,Meta (mother tongue),Meta (mother tongue),No,No,No,Cameroonian Pidgin English,Yes,No,Basic,Detached
